"IDCliente","EstadoCivil","Género","Ingresos","Hijos","Educación","Ocupación","Casa","Coches","Distancia","Región","Edad","Comprador"
"25266","Soltero","Femenino","30000","2","Partial College","Clerical","No","2","5-10 Miles","Pacifico","67","No"
"25293","Casado","Masculino","80000","4","Bachelors","Management","Yes","0","1-2 Miles","Norte America","42","No"
"25303","Soltero","Masculino","30000","0","High School","Manual","Yes","1","2-5 Miles","Europa","33","Yes"
"25307","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","1","1-2 Miles","Europa","32","Yes"
"25313","Soltero","Masculino","10000","0","Partial High School","Manual","No","2","1-2 Miles","Europa","35","No"
"25323","Casado","Masculino","40000","2","Partial College","Clerical","Yes","1","1-2 Miles","Europa","35","Yes"
"25329","Soltero","Femenino","40000","3","Partial College","Clerical","No","2","0-1 Miles","Norte America","32","No"
"25343","Soltero","Femenino","20000","3","Partial High School","Clerical","Yes","2","1-2 Miles","Norte America","50","No"
"25347","Soltero","Femenino","20000","3","Partial High School","Clerical","No","2","0-1 Miles","Norte America","49","No"
"25375","Casado","Masculino","50000","1","Graduate Degree","Skilled Manual","Yes","0","1-2 Miles","Norte America","34","No"
"25394","Casado","Masculino","60000","1","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","34","Yes"
"25405","Casado","Masculino","70000","2","Bachelors","Skilled Manual","Yes","1","2-5 Miles","Norte America","38","Yes"
"25419","Soltero","Masculino","50000","2","Bachelors","Skilled Manual","No","1","0-1 Miles","Norte America","38","Yes"
"25458","Casado","Masculino","20000","1","High School","Manual","No","1","1-2 Miles","Europa","40","Yes"
"25460","Casado","Femenino","20000","2","High School","Manual","Yes","0","0-1 Miles","Europa","40","Yes"
"25502","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","0","0-1 Miles","Europa","43","Yes"
"25512","Soltero","Masculino","20000","0","High School","Manual","No","1","2-5 Miles","Europa","30","No"
"25529","Soltero","Masculino","10000","1","Graduate Degree","Manual","Yes","0","0-1 Miles","Europa","44","No"
"25553","Casado","Masculino","30000","1","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","65","Yes"
"25555","Casado","Femenino","10000","0","Partial College","Manual","No","1","0-1 Miles","Pacifico","26","Yes"
"25559","Soltero","Masculino","20000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Pacifico","25","Yes"
"25597","Soltero","Masculino","30000","0","Bachelors","Clerical","No","0","0-1 Miles","Europa","36","Yes"
"25598","Casado","Femenino","40000","0","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","36","Yes"
"25605","Soltero","Femenino","20000","2","Partial College","Manual","No","1","0-1 Miles","Europa","54","Yes"
"25649","Soltero","Femenino","30000","3","Partial College","Clerical","Yes","0","0-1 Miles","Europa","42","Yes"
"25651","Casado","Masculino","40000","1","Bachelors","Skilled Manual","No","0","0-1 Miles","Europa","43","Yes"
"25665","Soltero","Femenino","20000","0","High School","Manual","No","1","1-2 Miles","Europa","28","No"
"25681","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","2-5 Miles","Europa","31","Yes"
"25693","Soltero","Femenino","30000","5","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","44","Yes"
"25752","Soltero","Femenino","20000","2","Partial College","Manual","No","1","0-1 Miles","Europa","53","Yes"
"25792","Soltero","Femenino","110000","3","Bachelors","Management","Yes","4","10+ Miles","Europa","53","No"
"25872","Soltero","Femenino","70000","2","Bachelors","Management","No","1","2-5 Miles","Norte America","58","Yes"
"25886","Casado","Femenino","60000","2","Partial College","Professional","Yes","2","2-5 Miles","Norte America","56","Yes"
"25898","Casado","Femenino","70000","2","High School","Professional","Yes","2","2-5 Miles","Norte America","53","No"
"25899","Casado","Femenino","70000","2","High School","Professional","Yes","2","10+ Miles","Norte America","53","No"
"25906","Soltero","Femenino","10000","5","High School","Skilled Manual","No","2","1-2 Miles","Pacifico","62","No"
"25908","Casado","Femenino","60000","0","Partial College","Skilled Manual","No","1","1-2 Miles","Norte America","27","No"
"25909","Casado","Masculino","60000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","27","Yes"
"25918","Soltero","Femenino","30000","2","Partial College","Clerical","No","2","5-10 Miles","Pacifico","60","Yes"
"25923","Soltero","Masculino","10000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","58","No"
"25940","Soltero","Masculino","20000","2","Partial High School","Clerical","Yes","2","5-10 Miles","Pacifico","55","Yes"
"25943","Soltero","Femenino","70000","0","Partial College","Skilled Manual","No","2","0-1 Miles","Norte America","27","Yes"
"25954","Casado","Masculino","60000","0","Partial College","Skilled Manual","No","2","1-2 Miles","Norte America","31","No"
"25970","Soltero","Femenino","60000","4","Bachelors","Skilled Manual","No","2","0-1 Miles","Norte America","41","Yes"
"25983","Casado","Masculino","70000","0","Bachelors","Professional","No","1","0-1 Miles","Norte America","43","No"
"26012","Casado","Masculino","80000","1","Partial College","Skilled Manual","Yes","1","2-5 Miles","Norte America","48","Yes"
"26032","Casado","Femenino","70000","5","Bachelors","Professional","Yes","4","10+ Miles","Pacifico","41","No"
"26065","Soltero","Femenino","110000","3","Bachelors","Management","No","4","1-2 Miles","Norte America","42","No"
"26139","Soltero","Masculino","60000","1","Partial College","Skilled Manual","Yes","1","5-10 Miles","Pacifico","45","No"
"26150","Soltero","Femenino","70000","0","Bachelors","Professional","No","1","0-1 Miles","Pacifico","41","Yes"
"26154","Casado","Masculino","60000","1","Partial College","Skilled Manual","Yes","1","5-10 Miles","Pacifico","43","Yes"
"26167","Soltero","Femenino","40000","2","Bachelors","Management","No","1","5-10 Miles","Pacifico","53","Yes"
"26219","Casado","Femenino","40000","1","Bachelors","Skilled Manual","Yes","1","1-2 Miles","Europa","33","Yes"
"26236","Casado","Femenino","40000","3","Partial College","Clerical","Yes","1","0-1 Miles","Norte America","31","No"
"26238","Soltero","Femenino","40000","3","Partial College","Clerical","Yes","1","1-2 Miles","Norte America","31","Yes"
"26248","Casado","Masculino","20000","3","Partial High School","Clerical","No","2","0-1 Miles","Norte America","52","No"
"26270","Soltero","Femenino","20000","2","Partial High School","Clerical","Yes","2","1-2 Miles","Norte America","49","No"
"26298","Casado","Femenino","50000","1","Bachelors","Skilled Manual","Yes","0","2-5 Miles","Norte America","34","Yes"
"26305","Soltero","Femenino","60000","2","Bachelors","Skilled Manual","No","0","0-1 Miles","Norte America","36","Yes"
"26327","Casado","Masculino","70000","4","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","36","Yes"
"26341","Casado","Femenino","70000","5","Graduate Degree","Professional","Yes","2","0-1 Miles","Norte America","37","No"
"26354","Soltero","Masculino","40000","0","Graduate Degree","Clerical","No","0","0-1 Miles","Europa","38","Yes"
"26385","Soltero","Masculino","120000","3","High School","Professional","No","4","5-10 Miles","Europa","50","No"
"26412","Casado","Femenino","80000","5","High School","Management","No","3","5-10 Miles","Europa","56","No"
"26415","Casado","Femenino","90000","4","Partial High School","Skilled Manual","Yes","4","10+ Miles","Europa","58","No"
"26452","Soltero","Masculino","50000","3","Graduate Degree","Management","Yes","2","10+ Miles","Norte America","69","No"
"26490","Soltero","Masculino","70000","2","Bachelors","Management","No","1","2-5 Miles","Norte America","59","Yes"
"26495","Soltero","Femenino","40000","2","High School","Professional","Yes","2","10+ Miles","Norte America","57","No"
"26547","Soltero","Femenino","30000","2","Partial College","Clerical","No","2","5-10 Miles","Pacifico","60","Yes"
"26575","Soltero","Femenino","40000","0","High School","Skilled Manual","No","2","1-2 Miles","Norte America","31","Yes"
"26576","Casado","Femenino","60000","0","Partial College","Skilled Manual","Yes","2","5-10 Miles","Norte America","31","No"
"26582","Casado","Masculino","60000","0","Partial College","Skilled Manual","Yes","2","5-10 Miles","Norte America","33","Yes"
"26597","Soltero","Femenino","60000","4","Bachelors","Skilled Manual","No","2","0-1 Miles","Norte America","42","No"
"26625","Soltero","Femenino","60000","0","Graduate Degree","Professional","Yes","1","2-5 Miles","Norte America","38","Yes"
"26651","Soltero","Masculino","80000","4","Graduate Degree","Management","Yes","0","0-1 Miles","Pacifico","36","Yes"
"26654","Casado","Femenino","90000","1","Graduate Degree","Management","Yes","0","0-1 Miles","Pacifico","37","Yes"
"26663","Soltero","Femenino","60000","2","Bachelors","Professional","No","1","0-1 Miles","Pacifico","39","Yes"
"26678","Soltero","Femenino","80000","2","Partial High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","49","No"
"26693","Casado","Masculino","70000","3","Partial College","Professional","Yes","1","5-10 Miles","Norte America","49","No"
"26728","Soltero","Masculino","70000","3","Graduate Degree","Management","No","2","1-2 Miles","Norte America","53","Yes"
"26757","Soltero","Masculino","90000","1","Bachelors","Professional","Yes","1","2-5 Miles","Pacifico","47","Yes"
"26765","Soltero","Femenino","70000","5","Partial College","Skilled Manual","Yes","2","5-10 Miles","Pacifico","45","No"
"26778","Soltero","Femenino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","31","No"
"26796","Soltero","Masculino","40000","2","Bachelors","Management","Yes","2","5-10 Miles","Pacifico","65","Yes"
"26818","Soltero","Masculino","10000","3","High School","Manual","Yes","1","0-1 Miles","Europa","39","Yes"
"26829","Casado","Femenino","40000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","38","Yes"
"26849","Casado","Masculino","10000","3","Partial High School","Manual","Yes","2","0-1 Miles","Europa","43","No"
"26852","Casado","Femenino","20000","3","High School","Manual","Yes","2","0-1 Miles","Europa","43","No"
"26863","Soltero","Masculino","20000","0","High School","Manual","No","1","2-5 Miles","Europa","28","No"
"26879","Soltero","Femenino","20000","0","High School","Manual","No","1","2-5 Miles","Europa","30","No"
"26886","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","0-1 Miles","Europa","29","Yes"
"26928","Soltero","Masculino","30000","1","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","62","Yes"
"26941","Casado","Masculino","30000","0","Bachelors","Clerical","Yes","0","0-1 Miles","Europa","47","Yes"
"26944","Soltero","Masculino","10000","2","High School","Manual","Yes","0","0-1 Miles","Europa","36","Yes"
"26956","Soltero","Femenino","20000","0","Partial College","Manual","No","1","2-5 Miles","Europa","36","Yes"
"26984","Casado","Masculino","40000","1","Bachelors","Skilled Manual","Yes","1","0-1 Miles","Europa","32","Yes"
"27040","Casado","Masculino","20000","2","Partial High School","Clerical","Yes","2","1-2 Miles","Norte America","49","No"
"27074","Casado","Femenino","70000","1","Graduate Degree","Skilled Manual","Yes","0","0-1 Miles","Norte America","35","Yes"
"27090","Casado","Femenino","60000","1","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","37","Yes"
"27165","Soltero","Masculino","20000","0","Partial High School","Manual","No","2","0-1 Miles","Europa","34","No"
"27169","Soltero","Masculino","30000","0","High School","Manual","Yes","1","2-5 Miles","Europa","34","Yes"
"27183","Soltero","Masculino","40000","2","Partial College","Clerical","Yes","1","1-2 Miles","Europa","35","Yes"
"27184","Soltero","Masculino","40000","2","Partial College","Clerical","No","1","0-1 Miles","Europa","34","No"
"27190","Casado","Femenino","40000","3","Partial College","Clerical","Yes","1","1-2 Miles","Norte America","32","No"
"27198","Soltero","Femenino","80000","0","Graduate Degree","Skilled Manual","No","0","0-1 Miles","Norte America","40","No"
"27218","Casado","Femenino","20000","2","Partial High School","Clerical","No","2","0-1 Miles","Norte America","48","No"
"27261","Casado","Masculino","40000","1","Bachelors","Skilled Manual","No","1","0-1 Miles","Norte America","36","Yes"
"27273","Soltero","Masculino","70000","3","Graduate Degree","Professional","No","0","0-1 Miles","Norte America","35","Yes"
"27279","Soltero","Femenino","70000","2","Bachelors","Skilled Manual","Yes","0","2-5 Miles","Norte America","38","Yes"
"27304","Soltero","Femenino","110000","2","Partial College","Professional","No","3","5-10 Miles","Europa","48","No"
"27388","Casado","Masculino","60000","3","Bachelors","Management","No","2","1-2 Miles","Norte America","66","No"
"27393","Casado","Femenino","50000","4","Bachelors","Management","Yes","2","10+ Miles","Norte America","63","No"
"27434","Soltero","Masculino","70000","4","Partial College","Professional","Yes","1","10+ Miles","Norte America","56","No"
"27441","Casado","Masculino","60000","3","High School","Professional","No","2","2-5 Miles","Norte America","53","No"
"27494","Soltero","Femenino","40000","2","Partial College","Skilled Manual","No","2","1-2 Miles","Pacifico","53","Yes"
"27505","Soltero","Femenino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","30","No"
"27540","Soltero","Femenino","70000","0","Bachelors","Professional","No","1","0-1 Miles","Norte America","37","Yes"
"27582","Soltero","Femenino","90000","2","Bachelors","Professional","No","0","0-1 Miles","Pacifico","36","Yes"
"27585","Casado","Femenino","90000","2","Bachelors","Professional","No","0","0-1 Miles","Pacifico","36","Yes"
"27637","Soltero","Femenino","100000","1","Partial College","Professional","No","3","1-2 Miles","Norte America","44","No"
"27638","Soltero","Masculino","100000","1","Partial College","Professional","No","3","1-2 Miles","Norte America","44","No"
"27643","Soltero","Masculino","70000","5","Partial College","Professional","Yes","3","2-5 Miles","Norte America","44","No"
"27650","Casado","Masculino","70000","4","High School","Professional","Yes","0","5-10 Miles","Norte America","51","No"
"27660","Casado","Masculino","80000","4","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","70","No"
"27673","Soltero","Femenino","60000","3","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","53","Yes"
"27696","Casado","Masculino","60000","1","Bachelors","Professional","Yes","1","5-10 Miles","Pacifico","43","Yes"
"27731","Casado","Masculino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","27","No"
"27740","Casado","Femenino","40000","0","High School","Skilled Manual","Yes","2","5-10 Miles","Norte America","27","No"
"27745","Soltero","Masculino","40000","2","Bachelors","Management","Yes","2","5-10 Miles","Pacifico","63","Yes"
"27753","Casado","Masculino","40000","0","High School","Skilled Manual","No","2","1-2 Miles","Norte America","30","No"
"27756","Soltero","Femenino","50000","3","Bachelors","Skilled Manual","No","1","0-1 Miles","Norte America","40","No"
"27760","Soltero","Femenino","40000","0","Graduate Degree","Clerical","No","0","0-1 Miles","Europa","37","Yes"
"27771","Soltero","Masculino","30000","1","Bachelors","Clerical","Yes","1","1-2 Miles","Europa","39","Yes"
"27775","Soltero","Femenino","40000","0","Bachelors","Clerical","No","0","0-1 Miles","Europa","38","Yes"
"27803","Soltero","Femenino","30000","2","Partial College","Clerical","No","0","0-1 Miles","Europa","43","No"
"27814","Soltero","Femenino","30000","3","Partial College","Clerical","No","1","0-1 Miles","Europa","26","No"
"27824","Soltero","Femenino","30000","3","Partial College","Clerical","Yes","2","0-1 Miles","Europa","28","Yes"
"27832","Soltero","Femenino","30000","0","Partial College","Clerical","No","1","2-5 Miles","Europa","30","No"
"27835","Casado","Masculino","20000","0","Partial High School","Manual","Yes","2","0-1 Miles","Europa","32","No"
"27878","Soltero","Masculino","20000","0","Partial College","Manual","No","0","0-1 Miles","Pacifico","28","Yes"
"27941","Casado","Femenino","80000","4","Partial College","Professional","Yes","2","2-5 Miles","Europa","53","No"
"27951","Soltero","Masculino","80000","4","Partial College","Professional","No","2","2-5 Miles","Europa","54","Yes"
"27969","Casado","Masculino","80000","0","Bachelors","Professional","Yes","2","10+ Miles","Pacifico","29","Yes"
"27974","Soltero","Masculino","160000","2","High School","Management","Yes","4","0-1 Miles","Pacifico","33","Yes"
"27994","Casado","Femenino","40000","4","High School","Professional","Yes","2","5-10 Miles","Norte America","69","No"
"28004","Casado","Femenino","60000","3","Bachelors","Management","Yes","2","10+ Miles","Norte America","66","No"
"28026","Casado","Femenino","40000","2","High School","Professional","No","2","2-5 Miles","Norte America","59","No"
"28031","Soltero","Femenino","70000","2","Bachelors","Management","No","1","2-5 Miles","Norte America","59","Yes"
"28043","Casado","Femenino","60000","2","Bachelors","Management","Yes","0","10+ Miles","Norte America","56","No"
"28052","Casado","Masculino","60000","2","High School","Professional","Yes","2","10+ Miles","Norte America","55","No"
"28056","Casado","Masculino","70000","2","Partial High School","Skilled Manual","Yes","2","10+ Miles","Norte America","53","No"
"28066","Casado","Masculino","80000","2","Graduate Degree","Professional","Yes","0","0-1 Miles","Norte America","37","Yes"
"28068","Soltero","Femenino","80000","3","Graduate Degree","Professional","No","0","0-1 Miles","Norte America","36","Yes"
"28087","Soltero","Femenino","40000","0","Partial College","Skilled Manual","No","1","1-2 Miles","Norte America","27","No"
"28090","Casado","Masculino","40000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","27","No"
"28102","Casado","Masculino","20000","4","High School","Skilled Manual","Yes","2","5-10 Miles","Pacifico","58","Yes"
"28192","Casado","Femenino","70000","5","Graduate Degree","Professional","Yes","3","10+ Miles","Norte America","46","No"
"28207","Casado","Masculino","80000","4","Graduate Degree","Management","Yes","1","0-1 Miles","Pacifico","36","Yes"
"28228","Soltero","Femenino","80000","2","Partial High School","Skilled Manual","No","2","1-2 Miles","Norte America","50","No"
"28269","Soltero","Femenino","130000","1","Bachelors","Management","No","1","2-5 Miles","Norte America","45","No"
"28278","Casado","Masculino","50000","2","Graduate Degree","Management","Yes","2","5-10 Miles","Norte America","71","No"
"28319","Soltero","Femenino","60000","1","Partial College","Skilled Manual","No","1","0-1 Miles","Pacifico","46","Yes"
"28323","Soltero","Masculino","70000","0","Bachelors","Professional","No","2","5-10 Miles","Pacifico","43","Yes"
"28379","Casado","Masculino","30000","1","Bachelors","Skilled Manual","Yes","2","0-1 Miles","Europa","40","No"
"28380","Soltero","Femenino","10000","5","Partial High School","Manual","No","2","0-1 Miles","Europa","41","No"
"28395","Soltero","Masculino","40000","0","Bachelors","Professional","No","0","0-1 Miles","Europa","39","Yes"
"28412","Soltero","Masculino","20000","0","High School","Manual","No","1","2-5 Miles","Europa","29","No"
"28436","Soltero","Masculino","30000","0","Partial College","Clerical","No","1","0-1 Miles","Europa","30","Yes"
"28468","Casado","Femenino","10000","2","Partial College","Manual","Yes","0","1-2 Miles","Europa","51","No"
"28488","Soltero","Masculino","20000","0","Partial College","Manual","Yes","0","0-1 Miles","Pacifico","28","Yes"
"28521","Soltero","Masculino","40000","0","Graduate Degree","Clerical","No","0","0-1 Miles","Europa","36","Yes"
"28564","Soltero","Femenino","40000","2","Partial College","Clerical","Yes","0","1-2 Miles","Europa","33","Yes"
"28580","Casado","Femenino","80000","0","Graduate Degree","Skilled Manual","Yes","0","1-2 Miles","Norte America","40","Yes"
"28609","Casado","Masculino","30000","2","High School","Skilled Manual","No","2","0-1 Miles","Norte America","49","No"
"28625","Soltero","Masculino","40000","2","Partial College","Clerical","No","1","1-2 Miles","Norte America","47","Yes"
"28657","Soltero","Masculino","60000","2","Bachelors","Skilled Manual","Yes","0","2-5 Miles","Norte America","36","Yes"
"28667","Soltero","Masculino","70000","2","Bachelors","Skilled Manual","No","1","0-1 Miles","Norte America","37","Yes"
"28672","Soltero","Masculino","70000","4","Graduate Degree","Professional","Yes","0","2-5 Miles","Norte America","35","Yes"
"28683","Soltero","Femenino","10000","1","High School","Manual","No","1","5-10 Miles","Europa","35","Yes"
"28729","Soltero","Femenino","20000","0","Partial High School","Manual","Yes","2","1-2 Miles","Europa","26","Yes"
"28758","Casado","Masculino","40000","2","Partial College","Clerical","Yes","1","1-2 Miles","Europa","35","Yes"
"28799","Soltero","Femenino","40000","2","Partial College","Clerical","No","1","1-2 Miles","Norte America","47","Yes"
"28815","Casado","Femenino","50000","1","Graduate Degree","Skilled Manual","Yes","0","0-1 Miles","Norte America","35","No"
"28858","Soltero","Masculino","80000","3","Bachelors","Skilled Manual","Yes","0","2-5 Miles","Norte America","40","No"
"28906","Casado","Masculino","80000","4","High School","Professional","Yes","2","10+ Miles","Europa","54","No"
"28915","Soltero","Masculino","80000","5","High School","Management","Yes","3","10+ Miles","Europa","57","No"
"28918","Casado","Femenino","130000","4","High School","Management","No","4","10+ Miles","Europa","58","No"
"28957","Soltero","Femenino","120000","0","Partial High School","Professional","Yes","4","10+ Miles","Pacifico","34","Yes"
"28972","Soltero","Femenino","60000","3","Graduate Degree","Management","Yes","2","10+ Miles","Norte America","66","No"
"28997","Soltero","Masculino","40000","2","High School","Professional","No","1","2-5 Miles","Norte America","58","Yes"
"29030","Casado","Masculino","70000","2","Partial High School","Skilled Manual","Yes","2","10+ Miles","Norte America","54","No"
"29037","Casado","Masculino","60000","0","Graduate Degree","Professional","No","0","0-1 Miles","Norte America","39","No"
"29048","Soltero","Masculino","110000","2","Bachelors","Management","No","3","0-1 Miles","Norte America","37","Yes"
"29052","Soltero","Masculino","40000","0","Partial College","Skilled Manual","Yes","1","5-10 Miles","Norte America","27","No"
"29094","Casado","Masculino","30000","3","High School","Skilled Manual","Yes","2","5-10 Miles","Pacifico","54","Yes"
"29097","Soltero","Femenino","40000","2","Partial College","Skilled Manual","Yes","2","5-10 Miles","Pacifico","52","Yes"
"29106","Soltero","Masculino","40000","0","High School","Skilled Manual","No","2","1-2 Miles","Norte America","31","Yes"
"29112","Soltero","Masculino","60000","0","Partial College","Professional","No","2","1-2 Miles","Norte America","30","No"
"29117","Soltero","Masculino","100000","1","Bachelors","Management","No","3","0-1 Miles","Pacifico","48","No"
"29120","Soltero","Femenino","100000","1","Bachelors","Management","Yes","4","2-5 Miles","Pacifico","48","No"
"29132","Soltero","Femenino","40000","0","Bachelors","Professional","Yes","1","2-5 Miles","Norte America","42","Yes"
"29133","Soltero","Femenino","60000","4","Bachelors","Skilled Manual","No","2","0-1 Miles","Norte America","42","No"
"29134","Casado","Masculino","60000","4","Bachelors","Skilled Manual","No","3","10+ Miles","Norte America","42","No"
"29143","Soltero","Femenino","60000","1","Bachelors","Professional","No","1","0-1 Miles","Norte America","44","Yes"
"29181","Soltero","Femenino","60000","2","Bachelors","Professional","No","1","0-1 Miles","Pacifico","38","Yes"
"29191","Soltero","Femenino","130000","1","Graduate Degree","Management","No","1","0-1 Miles","Pacifico","36","Yes"
"29231","Soltero","Femenino","80000","4","Partial College","Professional","No","2","0-1 Miles","Norte America","43","No"
"29237","Soltero","Femenino","120000","4","Partial College","Professional","Yes","3","5-10 Miles","Norte America","43","Yes"
"29243","Soltero","Masculino","110000","1","Bachelors","Management","Yes","1","5-10 Miles","Norte America","43","No"
"29255","Soltero","Masculino","80000","3","Partial College","Professional","No","1","1-2 Miles","Norte America","51","Yes"
"29298","Soltero","Femenino","60000","1","Partial College","Skilled Manual","Yes","1","5-10 Miles","Pacifico","46","Yes"
"29301","Casado","Masculino","80000","5","Bachelors","Professional","Yes","4","1-2 Miles","Pacifico","40","No"
"29337","Soltero","Masculino","30000","2","Partial College","Clerical","Yes","2","5-10 Miles","Pacifico","68","No"
"29355","Casado","Femenino","40000","0","Graduate Degree","Clerical","Yes","0","0-1 Miles","Europa","37","Yes"
"29380","Casado","Femenino","20000","3","High School","Manual","Yes","0","0-1 Miles","Europa","41","Yes"
"29424","Casado","Masculino","10000","0","Partial High School","Manual","Yes","2","0-1 Miles","Europa","32","No"
"29447","Soltero","Femenino","10000","2","Bachelors","Clerical","No","1","2-5 Miles","Europa","68","No"
